Subject,Condition,Profi_CAT,CorrectAnswer,Trial,word1,word2,word3,word4,word4.ACC,word4.CRESP,word4.RESP,word4.RT,Age,TotalSocialSkill,TotalAttentionToDetail,TotalAttentionSwitching,TotalCommunication,Totalimagination,TotalSystemizing,TotalExtraversion,TotalAgreeableness,TotalConscientiousness,TotalNeuroticism,TotalOpeness,Proficiency,criticalWord,Category,item,item_check,accuracy
19,T2,1,1,53,Some ,birds,are,peacocks,1,c,TRUE,1196,22,6,5,5,4,3,50,15,35,28,31,40,low,peacocks,birds,38,peacocks_38_38,1
19,T3,1,0,54,Some ,mangos,are,flowers,1,m,FALSE,620,22,6,5,5,4,3,50,15,35,28,31,40,low,mangos,flowers,31,mangos_31_31,1
19,T4,1,1,55,All,alligators,are,reptiles,1,c,TRUE,619,22,6,5,5,4,3,50,15,35,28,31,40,low,alligators,reptiles,1,alligators_1_1,1
19,T5,1,0,56,All,fish,are,sardines,1,m,FALSE,595,22,6,5,5,4,3,50,15,35,28,31,40,low,sardines,fish,46,sardines_46_46,1
19,T6,1,0,57,All,rafflesias,are,fruits,1,m,FALSE,653,22,6,5,5,4,3,50,15,35,28,31,40,low,rafflesias,fruits,43,rafflesias_43_43,1
20,T1,1,0,2,Some ,eagles,are,birds,0,m,TRUE,995,22,4,7,8,2,3,64,24,32,30,24,32,low,eagles,birds,17,eagles_17_17,1
20,T2,1,1,3,Some ,fruits,are,pineapples,1,c,TRUE,1805,22,4,7,8,2,3,64,24,32,30,24,32,low,pineapples,fruits,40,pineapples_40_40,1
20,T3,1,0,4,Some ,snakes,are,insects,1,m,FALSE,935,22,4,7,8,2,3,64,24,32,30,24,32,low,snakes,insects,48,snakes_48_48,1
20,T4,1,1,5,All,sharks,are,fish,1,c,TRUE,692,22,4,7,8,2,3,64,24,32,30,24,32,low,sharks,fish,47,sharks_47_47,1
20,T5,1,0,6,All,flowers,are,lavender,1,m,FALSE,1906,22,4,7,8,2,3,64,24,32,30,24,32,low,lavender,flowers,28,lavender_28_28,1
20,T6,1,0,7,All,butterflies,are,reptiles,1,m,FALSE,2255,22,4,7,8,2,3,64,24,32,30,24,32,low,butterflies,reptiles,6,butterflies_6_6,1
20,T1,1,0,8,Some ,owls,are,birds,0,m,TRUE,911,22,4,7,8,2,3,64,24,32,30,24,32,low,owls,birds,35,owls_35_35,1
20,T2,1,1,9,Some ,fruits,are,strawberries,1,c,TRUE,1841,22,4,7,8,2,3,64,24,32,30,24,32,low,strawberries,fruits,51,strawberries_51_51,1
20,T3,1,0,10,Some ,dinosaurs,are,insects ,1,m,FALSE,1247,22,4,7,8,2,3,64,24,32,30,24,32,low,dinosaurs,insects ,13,dinosaurs_13_13,1
20,T4,1,1,11,All,salmons,are,fish,1,c,TRUE,1913,22,4,7,8,2,3,64,24,32,30,24,32,low,salmons,fish,45,salmons_45_45,1
20,T5,1,0,12,All,flowers,are,lilies,1,m,FALSE,1848,22,4,7,8,2,3,64,24,32,30,24,32,low,lilies,flowers,29,lilies_29_29,1
20,T6,1,0,13,All,mosquitoes,are,reptiles,1,m,FALSE,975,22,4,7,8,2,3,64,24,32,30,24,32,low,mosquitoes,reptiles,32,mosquitoes_32_32,1
20,T1,1,0,14,Some ,penguins,are,birds,0,m,TRUE,6421,22,4,7,8,2,3,64,24,32,30,24,32,low,penguins,birds,39,penguins_39_39,1
20,T2,1,1,15,Some ,fruits,are,watermelons,1,c,TRUE,1489,22,4,7,8,2,3,64,24,32,30,24,32,low,watermelons,fruits,55,watermelons_55_55,1
20,T3,1,0,16,Some ,chameleons,are,insects,1,m,FALSE,1131,22,4,7,8,2,3,64,24,32,30,24,32,low,chameleons,insects,8,chameleons_8_8,1
20,T4,1,1,17,All,anchovies,are,fish,1,c,TRUE,715,22,4,7,8,2,3,64,24,32,30,24,32,low,anchovies,fish,2,anchovies_2_2,1
20,T5,1,0,18,All,flowers,are,hibiscuses,0,m,TRUE,1465,22,4,7,8,2,3,64,24,32,30,24,32,low,hibiscuses,flowers,24,hibiscuses_24_24,0
20,T6,1,0,19,All,cockroaches,are,reptiles,1,m,FALSE,741,22,4,7,8,2,3,64,24,32,30,24,32,low,cockroaches,reptiles,9,cockroaches_9_9,1
20,T1,1,0,21,Some ,parrots,are,birds,0,m,TRUE,1527,22,4,7,8,2,3,64,24,32,30,24,32,low,parrots,birds,37,parrots_37_37,1
20,T2,1,1,22,Some ,fruits,are,papayas,1,c,TRUE,890,22,4,7,8,2,3,64,24,32,30,24,32,low,papayas,fruits,36,papayas_36_36,1
20,T3,1,0,23,Some ,tortoises,are,insects,1,m,FALSE,1064,22,4,7,8,2,3,64,24,32,30,24,32,low,tortoises,insects,52,tortoises_52_52,1
20,T4,1,1,24,All,eels,are,fish,1,c,TRUE,1204,22,4,7,8,2,3,64,24,32,30,24,32,low,eels,fish,18,eels_18_18,1
20,T5,1,0,25,All,flowers,are,roses,0,m,TRUE,3528,22,4,7,8,2,3,64,24,32,30,24,32,low,roses,flowers,44,roses_44_44,0
20,T6,1,0,26,All,grasshoppers,are,reptiles,1,m,FALSE,847,22,4,7,8,2,3,64,24,32,30,24,32,low,grasshoppers,reptiles,22,grasshoppers_22_22,1
20,T1,1,0,27,Some ,sparrows,are,birds,0,m,TRUE,496,22,4,7,8,2,3,64,24,32,30,24,32,low,sparrows,birds,49,sparrows_49_49,1
20,T2,1,1,28,Some ,fruits,are,grapes,1,c,TRUE,974,22,4,7,8,2,3,64,24,32,30,24,32,low,grapes,fruits,21,grapes_21_21,1
20,T3,1,0,29,Some ,lizards,are,insects,1,m,FALSE,1696,22,4,7,8,2,3,64,24,32,30,24,32,low,lizards,insects,30,lizards_30_30,1
20,T4,1,1,30,All,guppies,are,fish,1,c,TRUE,522,22,4,7,8,2,3,64,24,32,30,24,32,low,guppies,fish,23,guppies_23_23,1
20,T5,1,0,31,All,flowers,are,orchids,0,m,TRUE,503,22,4,7,8,2,3,64,24,32,30,24,32,low,orchids,flowers,33,orchids_33_33,0
20,T6,1,0,32,All,ants,are,reptiles,1,m,FALSE,830,22,4,7,8,2,3,64,24,32,30,24,32,low,ants,reptiles,3,ants_3_3,1
20,T1,1,0,33,Some ,ostriches,are,birds,0,m,TRUE,1074,22,4,7,8,2,3,64,24,32,30,24,32,low,ostriches,birds,34,ostriches_34_34,1
20,T2,1,1,34,Some ,fruits,are,durians,1,c,TRUE,1455,22,4,7,8,2,3,64,24,32,30,24,32,low,durians,fruits,16,durians_16_16,1
20,T3,1,0,35,Some ,crocodiles,are,insects,1,m,FALSE,2039,22,4,7,8,2,3,64,24,32,30,24,32,low,crocodiles,insects,11,crocodiles_11_11,1
20,T4,1,1,36,All,piranha ,are,fish,1,c,TRUE,383,22,4,7,8,2,3,64,24,32,30,24,32,low,piranha ,fish,41,piranha _41_41,1
20,T5,1,0,37,All,flowers,are,jasmines,0,m,TRUE,2084,22,4,7,8,2,3,64,24,32,30,24,32,low,jasmines,flowers,26,jasmines_26_26,0
20,T6,1,0,38,All,caterpillars,are,reptiles,1,m,FALSE,1549,22,4,7,8,2,3,64,24,32,30,24,32,low,caterpillars,reptiles,7,caterpillars_7_7,1
20,T1,1,0,40,Some ,ducks,are,birds,0,m,TRUE,733,22,4,7,8,2,3,64,24,32,30,24,32,low,ducks,birds,15,ducks_15_15,1
20,T2,1,1,41,Some ,fruits,are,coconuts,1,c,TRUE,707,22,4,7,8,2,3,64,24,32,30,24,32,low,coconuts,fruits,10,coconuts_10_10,1
20,T3,1,0,42,Some ,iguanas,are,insects,1,m,FALSE,960,22,4,7,8,2,3,64,24,32,30,24,32,low,iguanas,insects,25,iguanas_25_25,1
20,T4,1,1,43,All,stingrays,are,fish,1,c,TRUE,473,22,4,7,8,2,3,64,24,32,30,24,32,low,stingrays,fish,50,stingrays_50_50,1
20,T5,1,0,44,All,flowers,are,tulips,0,m,TRUE,863,22,4,7,8,2,3,64,24,32,30,24,32,low,tulips,flowers,53,tulips_53_53,0
20,T6,1,0,45,All,ladybugs,are,reptiles,1,m,FALSE,849,22,4,7,8,2,3,64,24,32,30,24,32,low,ladybugs,reptiles,27,ladybugs_27_27,1
20,T1,1,0,46,Some ,flamingoes,are,birds,0,m,TRUE,472,22,4,7,8,2,3,64,24,32,30,24,32,low,flamingoes,birds,19,flamingoes_19_19,1
20,T2,1,1,47,Some ,fruits,are,bananas,1,c,TRUE,525,22,4,7,8,2,3,64,24,32,30,24,32,low,bananas,fruits,4,bananas_4_4,1
20,T3,1,0,48,Some ,frogs,are,insects,1,m,FALSE,801,22,4,7,8,2,3,64,24,32,30,24,32,low,frogs,insects,20,frogs_20_20,1
20,T4,1,1,49,All,tuna,are,fish,1,c,TRUE,382,22,4,7,8,2,3,64,24,32,30,24,32,low,tuna,fish,54,tuna_54_54,1
20,T5,1,0,50,All,flowers,are,daisies,0,m,TRUE,1632,22,4,7,8,2,3,64,24,32,30,24,32,low,daisies,flowers,12,daisies_12_12,0
20,T6,1,0,51,All,bees,are,reptiles,1,m,FALSE,600,22,4,7,8,2,3,64,24,32,30,24,32,low,bees,reptiles,5,bees_5_5,1
20,T1,1,0,52,Some ,peacocks,are,birds,0,m,TRUE,521,22,4,7,8,2,3,64,24,32,30,24,32,low,peacocks,birds,38,peacocks_38_38,1
20,T2,1,1,53,Some ,fruits,are,mangos,1,c,TRUE,771,22,4,7,8,2,3,64,24,32,30,24,32,low,mangos,fruits,31,mangos_31_31,1
20,T3,1,0,54,Some ,alligators,are,insects,1,m,FALSE,588,22,4,7,8,2,3,64,24,32,30,24,32,low,alligators,insects,1,alligators_1_1,1
20,T4,1,1,55,All,sardines,are,fish,1,c,TRUE,366,22,4,7,8,2,3,64,24,32,30,24,32,low,sardines,fish,46,sardines_46_46,1
20,T5,1,0,56,All,flowers,are,rafflesias,0,m,TRUE,612,22,4,7,8,2,3,64,24,32,30,24,32,low,rafflesias,flowers,43,rafflesias_43_43,0
20,T6,1,0,57,All,dragonflies,are,reptiles,1,m,FALSE,603,22,4,7,8,2,3,64,24,32,30,24,32,low,dragonflies,reptiles,14,dragonflies_14_14,1
21,T1,1,0,2,Some ,pineapples,are,fruits,0,m,TRUE,826,22,7,3,7,3,5,54,19,31,20,32,29,low,pineapples,fruits,40,pineapples_40_40,1
21,T2,1,1,3,Some ,reptiles,are,snakes,1,c,TRUE,884,22,7,3,7,3,5,54,19,31,20,32,29,low,snakes,reptiles,48,snakes_48_48,1
21,T3,1,0,4,Some ,sharks,are,birds,1,m,FALSE,884,22,7,3,7,3,5,54,19,31,20,32,29,low,sharks,birds,47,sharks_47_47,1
21,T4,1,1,5,All,lavender,are,flowers,1,c,TRUE,514,22,7,3,7,3,5,54,19,31,20,32,29,low,lavender,flowers,28,lavender_28_28,1
21,T5,1,0,6,All,insects,are,butterflies,0,m,TRUE,1057,22,7,3,7,3,5,54,19,31,20,32,29,low,butterflies,insects,6,butterflies_6_6,0
21,T6,1,0,7,All,eagles,are,fish,1,m,FALSE,1043,22,7,3,7,3,5,54,19,31,20,32,29,low,eagles,fish,17,eagles_17_17,1
21,T1,1,0,8,Some ,strawberries,are,fruits,0,m,TRUE,813,22,7,3,7,3,5,54,19,31,20,32,29,low,strawberries,fruits,51,strawberries_51_51,1
21,T2,1,1,9,Some ,reptiles,are,dinosaurs,1,c,TRUE,1659,22,7,3,7,3,5,54,19,31,20,32,29,low,dinosaurs,reptiles,13,dinosaurs_13_13,1
21,T3,1,0,10,Some ,salmons,are,birds,1,m,FALSE,711,22,7,3,7,3,5,54,19,31,20,32,29,low,salmons,birds,45,salmons_45_45,1
21,T4,1,1,11,All,lilies,are,flowers,1,c,TRUE,583,22,7,3,7,3,5,54,19,31,20,32,29,low,lilies,flowers,29,lilies_29_29,1
21,T5,1,0,12,All,insects,are,mosquitoes,0,m,TRUE,1363,22,7,3,7,3,5,54,19,31,20,32,29,low,mosquitoes,insects,32,mosquitoes_32_32,0
21,T6,1,0,13,All,owls,are,fish,1,m,FALSE,597,22,7,3,7,3,5,54,19,31,20,32,29,low,owls,fish,35,owls_35_35,1
21,T1,1,0,14,Some ,watermelons,are,fruits,0,m,TRUE,866,22,7,3,7,3,5,54,19,31,20,32,29,low,watermelons,fruits,55,watermelons_55_55,1
21,T2,1,1,15,Some ,reptiles,are,chameleons,0,c,FALSE,1887,22,7,3,7,3,5,54,19,31,20,32,29,low,chameleons,reptiles,8,chameleons_8_8,0
21,T3,1,0,16,Some ,anchovies,are,birds,1,m,FALSE,729,22,7,3,7,3,5,54,19,31,20,32,29,low,anchovies,birds,2,anchovies_2_2,1
21,T4,1,1,17,All,hibiscuses,are,flowers,1,c,TRUE,818,22,7,3,7,3,5,54,19,31,20,32,29,low,hibiscuses,flowers,24,hibiscuses_24_24,1
21,T5,1,0,18,All,insects,are,cockroaches,1,m,FALSE,2042,22,7,3,7,3,5,54,19,31,20,32,29,low,cockroaches,insects,9,cockroaches_9_9,1
21,T6,1,0,19,All,penguins,are,fish,1,m,FALSE,894,22,7,3,7,3,5,54,19,31,20,32,29,low,penguins,fish,39,penguins_39_39,1
21,T1,1,0,21,Some ,papayas,are,fruits,0,m,TRUE,599,22,7,3,7,3,5,54,19,31,20,32,29,low,papayas,fruits,36,papayas_36_36,1
21,T2,1,1,22,Some ,reptiles,are,tortoises,0,c,FALSE,2251,22,7,3,7,3,5,54,19,31,20,32,29,low,tortoises,reptiles,52,tortoises_52_52,0
21,T3,1,0,23,Some ,eels,are,birds,1,m,FALSE,1721,22,7,3,7,3,5,54,19,31,20,32,29,low,eels,birds,18,eels_18_18,1
21,T4,1,1,24,All,roses,are,flowers,1,c,TRUE,609,22,7,3,7,3,5,54,19,31,20,32,29,low,roses,flowers,44,roses_44_44,1
21,T5,1,0,25,All,insects,are,grasshoppers,0,m,TRUE,1122,22,7,3,7,3,5,54,19,31,20,32,29,low,grasshoppers,insects,22,grasshoppers_22_22,0
21,T6,1,0,26,All,parrots,are,fish,1,m,FALSE,696,22,7,3,7,3,5,54,19,31,20,32,29,low,parrots,fish,37,parrots_37_37,1
21,T1,1,0,27,Some ,grapes,are,fruits,0,m,TRUE,554,22,7,3,7,3,5,54,19,31,20,32,29,low,grapes,fruits,21,grapes_21_21,1
21,T2,1,1,28,Some ,reptiles,are,lizards,1,c,TRUE,1191,22,7,3,7,3,5,54,19,31,20,32,29,low,lizards,reptiles,30,lizards_30_30,1
21,T3,1,0,29,Some ,guppies,are,birds,1,m,FALSE,1085,22,7,3,7,3,5,54,19,31,20,32,29,low,guppies,birds,23,guppies_23_23,1
21,T4,1,1,30,All,orchids,are,flowers,1,c,TRUE,506,22,7,3,7,3,5,54,19,31,20,32,29,low,orchids,flowers,33,orchids_33_33,1
21,T5,1,0,31,All,insects,are,ants,0,m,TRUE,1360,22,7,3,7,3,5,54,19,31,20,32,29,low,ants,insects,3,ants_3_3,0
21,T6,1,0,32,All,sparrows,are,fish,1,m,FALSE,628,22,7,3,7,3,5,54,19,31,20,32,29,low,sparrows,fish,49,sparrows_49_49,1
21,T1,1,0,33,Some ,durians,are,fruits,0,m,TRUE,562,22,7,3,7,3,5,54,19,31,20,32,29,low,durians,fruits,16,durians_16_16,1
21,T2,1,1,34,Some ,reptiles,are,crocodiles,1,c,TRUE,2246,22,7,3,7,3,5,54,19,31,20,32,29,low,crocodiles,reptiles,11,crocodiles_11_11,1
21,T3,1,0,35,Some ,piranha,are,birds,1,m,FALSE,827,22,7,3,7,3,5,54,19,31,20,32,29,low,piranha,birds,41,piranha_41_41,1
21,T4,1,1,36,All,jasmines,are,flowers,1,c,TRUE,618,22,7,3,7,3,5,54,19,31,20,32,29,low,jasmines,flowers,26,jasmines_26_26,1
21,T5,1,0,37,All,insects,are,caterpillars,0,m,TRUE,1995,22,7,3,7,3,5,54,19,31,20,32,29,low,caterpillars,insects,7,caterpillars_7_7,0
21,T6,1,0,38,All,ostriches,are,fish,1,m,FALSE,683,22,7,3,7,3,5,54,19,31,20,32,29,low,ostriches,fish,34,ostriches_34_34,1
21,T1,1,0,40,Some ,coconuts,are,fruits,0,m,TRUE,1777,22,7,3,7,3,5,54,19,31,20,32,29,low,coconuts,fruits,10,coconuts_10_10,1
21,T2,1,1,41,Some ,reptiles,are,iguanas,0,c,FALSE,2138,22,7,3,7,3,5,54,19,31,20,32,29,low,iguanas,reptiles,25,iguanas_25_25,0
21,T3,1,0,42,Some ,stingrays,are,birds,1,m,FALSE,1087,22,7,3,7,3,5,54,19,31,20,32,29,low,stingrays,birds,50,stingrays_50_50,1
21,T4,1,1,43,All,tulips,are,flowers,1,c,TRUE,886,22,7,3,7,3,5,54,19,31,20,32,29,low,tulips,flowers,53,tulips_53_53,1
21,T5,1,0,44,All,insects,are,ladybugs,0,m,TRUE,1522,22,7,3,7,3,5,54,19,31,20,32,29,low,ladybugs,insects,27,ladybugs_27_27,0
21,T6,1,0,45,All,ducks,are,fish,1,m,FALSE,1003,22,7,3,7,3,5,54,19,31,20,32,29,low,ducks,fish,15,ducks_15_15,1
21,T1,1,0,46,Some ,bananas,are,fruits,0,m,TRUE,1613,22,7,3,7,3,5,54,19,31,20,32,29,low,bananas,fruits,4,bananas_4_4,1
21,T2,1,1,47,Some ,reptiles,are,frogs,0,c,FALSE,3917,22,7,3,7,3,5,54,19,31,20,32,29,low,frogs,reptiles,20,frogs_20_20,0
21,T3,1,0,48,Some ,tuna,are,birds,1,m,FALSE,662,22,7,3,7,3,5,54,19,31,20,32,29,low,tuna,birds,54,tuna_54_54,1
21,T4,1,1,49,All,daisies,are,flowers,1,c,TRUE,527,22,7,3,7,3,5,54,19,31,20,32,29,low,daisies,flowers,12,daisies_12_12,1
21,T5,1,0,50,All,insects,are,bees,0,m,TRUE,1250,22,7,3,7,3,5,54,19,31,20,32,29,low,bees,insects,5,bees_5_5,0
21,T6,1,0,51,All,flamingoes,are,fish,1,m,FALSE,1396,22,7,3,7,3,5,54,19,31,20,32,29,low,flamingoes,fish,19,flamingoes_19_19,1
21,T1,1,0,52,Some ,mangos,are,fruits,0,m,TRUE,1204,22,7,3,7,3,5,54,19,31,20,32,29,low,mangos,fruits,31,mangos_31_31,1
21,T2,1,1,53,Some ,reptiles,are,alligators,1,c,TRUE,1791,22,7,3,7,3,5,54,19,31,20,32,29,low,alligators,reptiles,1,alligators_1_1,1
21,T3,1,0,54,Some ,sardines,are,birds,1,m,FALSE,738,22,7,3,7,3,5,54,19,31,20,32,29,low,sardines,birds,46,sardines_46_46,1
21,T4,1,1,55,All,rafflesias,are,flowers,1,c,TRUE,1674,22,7,3,7,3,5,54,19,31,20,32,29,low,rafflesias,flowers,43,rafflesias_43_43,1
21,T5,1,0,56,All,insects,are,dragonflies,0,m,TRUE,2262,22,7,3,7,3,5,54,19,31,20,32,29,low,dragonflies,insects,14,dragonflies_14_14,0
21,T6,1,0,57,All,peacocks,are,fish,1,m,FALSE,716,22,7,3,7,3,5,54,19,31,20,32,29,low,peacocks,fish,38,peacocks_38_38,1
22,T1,2,0,2,Some ,snakes,are,reptiles,0,m,TRUE,1736,24,7,5,3,5,8,74,29,36,36,36,37,high,snakes,reptiles,48,snakes_48_48,1
22,T2,2,1,3,Some ,fish,are,sharks,1,c,TRUE,1912,24,7,5,3,5,8,74,29,36,36,36,37,high,sharks,fish,47,sharks_47_47,1
22,T3,2,0,4,Some ,lavender,are,fruits,1,m,FALSE,2813,24,7,5,3,5,8,74,29,36,36,36,37,high,lavender,fruits,28,lavender_28_28,1
22,T4,2,1,5,All,butterflies,are,insects,1,c,TRUE,1222,24,7,5,3,5,8,74,29,36,36,36,37,high,butterflies,insects,6,butterflies_6_6,1
22,T5,2,0,6,All,birds,are,eagles,1,m,FALSE,1549,24,7,5,3,5,8,74,29,36,36,36,37,high,eagles,birds,17,eagles_17_17,1
22,T6,2,0,7,All,pineapples,are,flowers,1,m,FALSE,2417,24,7,5,3,5,8,74,29,36,36,36,37,high,pineapples,flowers,40,pineapples_40_40,1
22,T1,2,0,8,Some ,dinosaurs,are,reptiles,0,m,TRUE,1210,24,7,5,3,5,8,74,29,36,36,36,37,high,dinosaurs,reptiles,13,dinosaurs_13_13,1
22,T2,2,1,9,Some ,fish,are,salmons,1,c,TRUE,1630,24,7,5,3,5,8,74,29,36,36,36,37,high,salmons,fish,45,salmons_45_45,1
22,T3,2,0,10,Some ,lilies,are,fruits,1,m,FALSE,1450,24,7,5,3,5,8,74,29,36,36,36,37,high,lilies,fruits,29,lilies_29_29,1
22,T4,2,1,11,All,mosquitoes,are,insects,1,c,TRUE,1339,24,7,5,3,5,8,74,29,36,36,36,37,high,mosquitoes,insects,32,mosquitoes_32_32,1
22,T5,2,0,12,All,birds,are,owls,1,m,FALSE,2255,24,7,5,3,5,8,74,29,36,36,36,37,high,owls,birds,35,owls_35_35,1
22,T6,2,0,13,All,strawberries,are,flowers,1,m,FALSE,998,24,7,5,3,5,8,74,29,36,36,36,37,high,strawberries,flowers,51,strawberries_51_51,1
22,T1,2,0,14,Some ,chameleons,are,reptiles,0,m,TRUE,2154,24,7,5,3,5,8,74,29,36,36,36,37,high,chameleons,reptiles,8,chameleons_8_8,1
22,T2,2,1,15,Some ,fish,are,anchovies,1,c,TRUE,4523,24,7,5,3,5,8,74,29,36,36,36,37,high,anchovies,fish,2,anchovies_2_2,1
22,T3,2,0,16,Some ,hibiscuses,are,fruits,1,m,FALSE,1119,24,7,5,3,5,8,74,29,36,36,36,37,high,hibiscuses,fruits,24,hibiscuses_24_24,1
22,T4,2,1,17,All,cockroaches,are,insects,1,c,TRUE,792,24,7,5,3,5,8,74,29,36,36,36,37,high,cockroaches,insects,9,cockroaches_9_9,1
22,T5,2,0,18,All,birds,are,penguins,1,m,FALSE,1760,24,7,5,3,5,8,74,29,36,36,36,37,high,penguins,birds,39,penguins_39_39,1
22,T6,2,0,19,All,watermelons,are,flowers,1,m,FALSE,2430,24,7,5,3,5,8,74,29,36,36,36,37,high,watermelons,flowers,55,watermelons_55_55,1
22,T1,2,0,21,Some ,tortoises,are,reptiles,0,m,TRUE,1076,24,7,5,3,5,8,74,29,36,36,36,37,high,tortoises,reptiles,52,tortoises_52_52,1
22,T2,2,1,22,Some ,fish,are,eels,1,c,TRUE,1655,24,7,5,3,5,8,74,29,36,36,36,37,high,eels,fish,18,eels_18_18,1
22,T3,2,0,23,Some ,roses,are,fruits,1,m,FALSE,2205,24,7,5,3,5,8,74,29,36,36,36,37,high,roses,fruits,44,roses_44_44,1
22,T4,2,1,24,All,grasshoppers,are,insects,1,c,TRUE,635,24,7,5,3,5,8,74,29,36,36,36,37,high,grasshoppers,insects,22,grasshoppers_22_22,1
22,T5,2,0,25,All,birds,are,parrots,1,m,FALSE,1902,24,7,5,3,5,8,74,29,36,36,36,37,high,parrots,birds,37,parrots_37_37,1
22,T6,2,0,26,All,papayas,are,flowers,1,m,FALSE,2410,24,7,5,3,5,8,74,29,36,36,36,37,high,papayas,flowers,36,papayas_36_36,1
22,T1,2,0,27,Some ,lizards,are,reptiles,0,m,TRUE,1486,24,7,5,3,5,8,74,29,36,36,36,37,high,lizards,reptiles,30,lizards_30_30,1
22,T2,2,1,28,Some ,fish,are,guppies,1,c,TRUE,1030,24,7,5,3,5,8,74,29,36,36,36,37,high,guppies,fish,23,guppies_23_23,1
22,T3,2,0,29,Some ,orchids,are,fruits,1,m,FALSE,2684,24,7,5,3,5,8,74,29,36,36,36,37,high,orchids,fruits,33,orchids_33_33,1
22,T4,2,1,30,All,ants,are,insects,1,c,TRUE,750,24,7,5,3,5,8,74,29,36,36,36,37,high,ants,insects,3,ants_3_3,1
22,T5,2,0,31,All,birds,are,sparrows,1,m,FALSE,1702,24,7,5,3,5,8,74,29,36,36,36,37,high,sparrows,birds,49,sparrows_49_49,1
22,T6,2,0,32,All,grapes,are,flowers,1,m,FALSE,1076,24,7,5,3,5,8,74,29,36,36,36,37,high,grapes,flowers,21,grapes_21_21,1
22,T1,2,0,33,Some ,crocodiles,are,reptiles,0,m,TRUE,568,24,7,5,3,5,8,74,29,36,36,36,37,high,crocodiles,reptiles,11,crocodiles_11_11,1
22,T2,2,1,34,Some ,fish,are,piranha,1,c,TRUE,1590,24,7,5,3,5,8,74,29,36,36,36,37,high,piranha,fish,41,piranha_41_41,1
22,T3,2,0,35,Some ,jasmines,are,fruits,0,m,TRUE,1856,24,7,5,3,5,8,74,29,36,36,36,37,high,jasmines,fruits,26,jasmines_26_26,0
22,T4,2,1,36,All,caterpillars,are,insects,1,c,TRUE,3966,24,7,5,3,5,8,74,29,36,36,36,37,high,caterpillars,insects,7,caterpillars_7_7,1
22,T5,2,0,37,All,birds,are,ostriches,1,m,FALSE,938,24,7,5,3,5,8,74,29,36,36,36,37,high,ostriches,birds,34,ostriches_34_34,1
22,T6,2,0,38,All,durians,are,flowers,1,m,FALSE,855,24,7,5,3,5,8,74,29,36,36,36,37,high,durians,flowers,16,durians_16_16,1
22,T1,2,0,40,Some ,iguanas,are,reptiles,0,m,TRUE,948,24,7,5,3,5,8,74,29,36,36,36,37,high,iguanas,reptiles,25,iguanas_25_25,1
22,T2,2,1,41,Some ,fish,are,stingrays,0,c,FALSE,2976,24,7,5,3,5,8,74,29,36,36,36,37,high,stingrays,fish,50,stingrays_50_50,0
22,T3,2,0,42,Some ,tulips,are,fruits,1,m,FALSE,1764,24,7,5,3,5,8,74,29,36,36,36,37,high,tulips,fruits,53,tulips_53_53,1
22,T4,2,1,43,All,ladybugs,are,insects,1,c,TRUE,711,24,7,5,3,5,8,74,29,36,36,36,37,high,ladybugs,insects,27,ladybugs_27_27,1
22,T5,2,0,44,All,birds,are,ducks,1,m,FALSE,847,24,7,5,3,5,8,74,29,36,36,36,37,high,ducks,birds,15,ducks_15_15,1
22,T6,2,0,45,All,coconuts,are,flowers,1,m,FALSE,1158,24,7,5,3,5,8,74,29,36,36,36,37,high,coconuts,flowers,10,coconuts_10_10,1
22,T1,2,0,46,Some ,frogs,are,reptiles,0,m,TRUE,930,24,7,5,3,5,8,74,29,36,36,36,37,high,frogs,reptiles,20,frogs_20_20,1
22,T2,2,1,47,Some ,fish,are,tuna,1,c,TRUE,795,24,7,5,3,5,8,74,29,36,36,36,37,high,tuna,fish,54,tuna_54_54,1
22,T3,2,0,48,Some ,daisies,are,fruits,1,m,FALSE,1024,24,7,5,3,5,8,74,29,36,36,36,37,high,daisies,fruits,12,daisies_12_12,1
22,T4,2,1,49,All,bees,are,insects,1,c,TRUE,710,24,7,5,3,5,8,74,29,36,36,36,37,high,bees,insects,5,bees_5_5,1
22,T5,2,0,50,All,birds,are,flamingoes,1,m,FALSE,1290,24,7,5,3,5,8,74,29,36,36,36,37,high,flamingoes,birds,19,flamingoes_19_19,1
22,T6,2,0,51,All,bananas,are,flowers,1,m,FALSE,726,24,7,5,3,5,8,74,29,36,36,36,37,high,bananas,flowers,4,bananas_4_4,1
22,T1,2,0,52,Some ,alligators,are,reptiles,0,m,TRUE,682,24,7,5,3,5,8,74,29,36,36,36,37,high,alligators,reptiles,1,alligators_1_1,1
22,T2,2,1,53,Some ,fish,are,sardines,1,c,TRUE,869,24,7,5,3,5,8,74,29,36,36,36,37,high,sardines,fish,46,sardines_46_46,1
22,T3,2,0,54,Some ,rafflesias,are,fruits,1,m,FALSE,1682,24,7,5,3,5,8,74,29,36,36,36,37,high,rafflesias,fruits,43,rafflesias_43_43,1
22,T4,2,1,55,All,dragonflies,are,insects,1,c,TRUE,1167,24,7,5,3,5,8,74,29,36,36,36,37,high,dragonflies,insects,14,dragonflies_14_14,1
22,T5,2,0,56,All,birds,are,peacocks,1,m,FALSE,1486,24,7,5,3,5,8,74,29,36,36,36,37,high,peacocks,birds,38,peacocks_38_38,1
